Serbia;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9252800;9232570;9208870;9184180;9159900
Brazil;123019630;125992130;129027650;131960120;134699470;137381980;140196280;143026540;145872750;148658640;151170060;153583960;156032060;158512050;161017060;163544280;166085860;168638740;171201160;173763870;176319620;178869660;181417590;183959920;186488600;188993080;191469010;193918580;196342590;198739270;201103330
Madagascar;8691250;8938760;9195870;9463020;9740540;10028630;10327390;10636880;10957340;11289160;11632870;11988710;12356680;12736610;13128410;13532360;13948480;14376600;14816580;15271260;15741940;16226820;16725890;17239520;17768150;18312160;18872160;19448820;20042550;20653560;21281840
Greece;9642510;9729350;9786480;9840530;9887170;9923250;9951370;9974490;9982720;10030770;10129600;10250880;10325430;10382990;10429830;10457550;10479420;10502370;10520070;10536750;10559110;10581520;10603860;10625950;10647530;10668350;10688060;10706290;10722820;10737430;10749940
Montserrat;11770;11790;11660;11560;11440;11320;11210;11090;10970;10850;10730;10610;10500;10410;10340;10270;7950;5950;3380;3380;3950;4240;4810;4490;4960;4530;4630;4510;5080;5100;5120
Cameroon;8762490;9047920;9282550;9562720;9867130;10191370;10530150;10867100;11200980;11540120;11884500;12230300;12574750;12920470;13264170;13603160;13944740;14290130;14637980;14988500;15343040;15706860;16094440;16489010;16872750;17261470;17657860;18060380;18467690;18879300;19294150
Senegal;5611330;5754460;5902850;6055540;6213700;6378410;6549790;6727840;6912570;7127290;7347610;7553970;7759250;7961000;8166150;8378060;8594910;8809850;9037140;9252820;9469280;9716200;9972440;10240140;10519120;10804120;11096110;11394300;11698340;12008070;12323250
Zambia;5642780;5830630;6047500;6283370;6505480;6715790;6951920;7194550;7417970;7634940;7857550;8088300;8321810;8555050;8789120;9020680;9254850;9515520;9780770;10050020;10345170;10646100;10916960;11172510;11433700;11710360;12013260;12341080;12694230;13060680;13460310
Algeria;18806060;19407040;20033750;20680980;21340550;22008450;22642540;23254960;23880770;24496310;25089030;25687080;26298450;26916440;27521480;28089150;28604040;29083560;29535580;29979820;30429230;30874310;31312480;31740900;32157670;32560740;32959250;33362740;33769670;34178190;34586180
Trinidad and Tobago;1090510;1107840;1127320;1148150;1168880;1189030;1208330;1224990;1238380;1248160;1255190;1260390;1263500;1265120;1265250;1264320;1262460;1260150;1257640;1254630;1251780;1249050;1245840;1242430;1239330;1236690;1234560;1232810;1231320;1229950;1228690
Libya;3068620;3207680;3347890;3488580;3629170;3680030;3704540;3805140;3918980;4032950;4146390;4259390;4372000;4483620;4593320;4662860;4695280;4768920;4884100;5003140;5125440;5250890;5379240;5510130;5643080;5777530;5913230;6049900;6187040;6324360;6461450
Spain;37488360;37750800;37983310;38184170;38362860;38534850;38707560;38880700;39053880;39214520;39350770;39461420;39552430;39637700;39707880;39764710;39820560;39907240;40046100;40251440;40589000;41046890;41639610;42321030;43000160;43704370;44431750;45211640;45910370;46295240;46505960
Kuwait;1369770;1432190;1497490;1565820;1637310;1732820;1811540;1891540;1973200;2056830;2142060;954220;1418290;1483980;1551650;1621050;1693160;1765640;1836210;1905670;1974080;2042560;2112250;2183950;2258430;2336620;2419460;2506720;2598060;2692530;2789130
Moldova;--;--;--;--;--;--;--;--;--;--;--;--;4438080;4443780;4441210;4432600;4422120;4416280;4411810;4403070;4390810;4378370;4367120;4356390;4347420;4340180;4334010;4328820;4324450;4320750;4317480
Cape Verde;296450;300200;304090;308200;312490;316890;321340;325870;330500;335170;339760;346830;356490;366240;375920;385430;394800;404000;412970;421680;430130;438450;446700;454830;462800;470600;478310;485990;493620;501180;508660
Namibia;--;--;--;--;--;--;--;--;--;--;1470570;1511990;1552500;1595140;1638330;1681480;1724320;1766140;1806530;1846700;1893440;1935100;1960670;1983430;2006650;2028360;2049150;2069030;2088670;2108660;2128470
Afghanistan;15043600;13673680;12577430;12430580;12753840;13093710;13084960;12999490;13093820;13407140;13449370;13527170;14855200;16819740;18287710;19225940;19864650;20490220;21132120;21821570;22020950;22022200;23050740;24388580;25001340;25538050;26235210;26911530;27658890;28395720;29121290
Netherlands Antilles;232440;234490;237570;240920;243850;244430;184330;185670;186690;187630;188790;190140;192000;194500;196790;198910;201240;203540;205810;208020;210180;212290;214340;216320;218240;220100;221890;223650;225370;227050;228690
Malta;364000;363650;360220;355770;351380;347040;346630;349050;351950;355320;359110;362580;365900;370010;373610;376890;379960;382950;385610;387800;389950;391870;393520;395180;396850;398530;400210;401880;403530;405170;406770
Jordan;2162780;2253770;2347640;2440680;2534380;2630360;2727500;2823900;2920780;3023500;3266560;3634830;3870910;3987070;4084730;4176430;4281660;4385250;4485220;4584830;4687620;4793350;4902060;5013780;5128260;5245400;5617220;5997190;6132630;6269290;6407090
Former Yugoslavia;21769030;21904970;22061120;22198680;22318230;22454740;22583880;22704350;22818120;22923990;23015850;23097520;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
Liberia;1857100;1913000;1971480;2032370;2095770;2161750;2230380;2301760;2375950;2452970;2138590;1814710;1893880;1952630;1917530;1900280;1932230;2097450;2349510;2495390;2600670;2679790;2753040;2769680;2795940;2930080;3107610;3269940;3440370;3583390;3685080
Somalia;5793560;5828800;5834500;6010350;6217740;6458540;6714930;6939080;6918290;6766330;6692040;6464480;6116210;6101020;6264440;6400720;6574260;6751080;6965200;7171020;7385720;7626770;7896780;8174240;8459470;8752450;9030180;9291610;9558670;9832020;10112450
New Zealand;3168150;3183450;3214900;3256450;3296090;3321810;3338630;3350490;3359310;3375540;3411680;3453200;3491550;3534640;3584300;3640180;3695010;3736420;3762310;3781760;3800400;3835760;3896330;3958130;4006010;4046060;4087800;4130180;4171300;4211260;4250120
Niue;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2120;2130;2150;2160;2160;2160;2160;2160;2160;2160
Belgium;9846800;9852400;9856300;9855520;9855300;9858200;9861800;9870200;9884000;9937700;9969310;10004490;10045620;10085430;10122910;10155460;10178930;10199790;10217030;10235660;10263620;10291680;10311970;10330820;10348280;10364390;10379070;10392230;10403950;10414340;10423490
Saint Helena;6470;6580;6640;6750;7490;7940;8310;6540;6590;6630;6680;6730;6780;6840;6890;6950;7000;7060;7120;7180;7230;7280;7340;7390;7430;7480;7520;7560;7600;7640;7670
Chile;11093720;11282300;11487110;11686620;11879770;12067800;12261000;12464520;12678690;12902320;13128920;13353670;13574160;13789430;14001220;14206610;14405410;14601090;14792160;14976550;15155740;15331890;15503940;15671910;15835630;15995040;16150840;16303850;16454140;16601710;16746490
Albania;2671410;2724270;2780100;2837320;2896000;2956700;3015440;3075320;3136840;3195800;3244930;3181050;3072010;3066290;3111160;3158150;3203600;3225410;3212770;3187330;3158350;3128000;3098030;3069670;3045640;3024530;3005780;2991580;2984120;2982540;2986950
Armenia;--;--;--;--;--;--;--;--;--;--;--;--;3378330;3231570;3126090;3068750;3063400;3059000;3049150;3047620;3042560;3027590;3013820;3001710;2991360;2982900;2976370;2971650;2968590;2967000;2966800
Kiribati;57540;58450;59350;60250;61150;62030;63770;65590;67480;69390;71290;72660;73630;74670;75610;76540;77900;79690;81530;83340;85120;86760;88260;89700;91120;92590;94060;95480;96860;98190;99480
Ukraine;--;--;--;--;--;--;--;--;--;--;--;--;51867280;51884230;51635550;51244840;50810050;50367450;49937200;49485060;49005220;48507920;48056820;47667080;47305390;46959420;46620330;46299860;45994290;45700400;45415600
Oman;1185480;1249510;1313600;1376750;1438120;1497230;1554390;1611670;1670760;1731790;1794380;1866070;1939490;2014570;2076790;2138570;2199660;2259730;2318610;2376180;2432380;2487300;2541080;2593790;2645610;2696890;2748200;2800280;2853880;2909630;2967720
Montenegro;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;691870;684740;678180;672180;666730
Eritrea;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3379690;3565000;3733060;3841580;3963110;4079570;4197310;4337990;4505430;4700020;4907340;5069560;5214330;5357680;5502030;5647170;5792980
Benin;3458060;3564850;3675130;3789040;3907050;4030480;4157850;4287910;4422110;4561160;4705440;4855060;5010140;5250360;5488150;5646830;5820230;6006230;6202320;6406770;6619120;6839010;7064490;7293710;7526830;7777710;8031710;8278160;8532550;8791830;9056010
Lebanon;2898700;2951700;3005600;3060240;3115440;3170960;3225580;3277980;3327780;3374480;3440180;3506130;3548030;3585390;3620710;3653900;3685040;3714290;3741820;3767530;3791500;3814110;3835460;3855480;3874490;3892390;3851100;3895560;4038020;4099320;4125250
Macedonia;--;--;--;--;--;--;--;--;--;--;--;--;1889360;1917560;1935030;1954050;1971100;1984860;1995470;2004990;2014510;2023910;2030440;2035150;2040090;2045260;2050550;2055920;2061320;2066720;2072090
Maldives;152870;157250;161900;166850;172100;177300;184610;192210;200080;208200;216610;227220;237850;246910;253380;260580;270530;275710;281180;291480;299980;305910;311860;318490;326600;336250;348120;364970;385930;396330;395650
Switzerland;6410300;6451120;6494380;6527520;6556280;6590650;6630430;6677490;6731940;6791730;6865420;6949850;7025150;7088380;7145080;7187960;7212140;7225060;7239530;7264680;7299130;7343770;7394600;7441470;7484310;7523100;7557930;7588920;7616040;7639230;7658440
Botswana;900480;934440;970650;1007020;1043400;1079690;1115760;1152010;1188940;1226520;1264610;1303100;1344730;1389350;1433690;1477590;1520910;1563190;1604010;1642940;1679680;1714010;1746180;1777090;1807830;1840120;1875780;1913420;1952050;1990880;2029310
Finland;4779540;4799960;4826930;4855790;4881790;4901780;4917390;4931730;4946630;4962440;4986430;5013790;5041040;5064850;5086040;5104650;5120310;5134410;5146980;5158100;5168600;5180310;5193040;5204410;5214510;5223440;5231370;5238460;5244750;5250280;5255070
Bahrain;347570;363430;377960;393030;408300;423990;439620;454710;469600;484940;500650;515430;529710;544250;558680;572950;586390;598930;611180;623080;634620;645890;656970;667850;678550;689050;699340;709380;719170;728710;738000
Saint Pierre and Miquelon;5990;6010;6050;6070;6110;6160;6210;6250;6280;6310;6320;6330;6360;6380;6400;6400;6410;6420;6420;6430;6410;6370;6330;6290;6250;6200;6150;6100;6050;6000;5940
Turkey;45047970;46253230;47464180;48660620;49839740;50997010;52127340;53242670;54355530;55462480;56560680;57650230;58731170;59800530;60867090;61940150;63017800;64097690;65177180;66254000;67329300;68404900;69479040;70548640;71613540;72673810;73726120;74767840;75793840;76805520;77804120
Iceland;228160;230800;234000;237040;239500;241400;243000;244680;249890;252750;254720;256830;259010;261270;266080;267530;269000;271190;274000;277280;281040;284810;288030;291060;293970;296740;299390;301930;304370;306690;308910
American Samoa;32420;33600;34710;35840;37090;38630;40160;41880;43620;45380;47200;48570;49950;51380;52730;53910;54960;55970;56930;57850;57770;58740;59640;60500;61460;62400;63220;64030;64830;65630;66430
Korea, North;17113630;17384010;17647520;17917990;18196000;18481420;18772460;19067550;19371140;19687910;20018550;20361090;20711380;21072650;21328970;21533980;21605960;21470450;21204870;21102090;21263450;21494730;21712140;21898280;22054480;22198570;22331560;22454220;22565350;22665350;22757280
French Polynesia;150900;155690;160420;165320;170280;175410;180640;185840;191170;196540;201820;207080;212170;217190;222070;226760;231300;235770;240240;244720;249180;253610;257980;262300;266550;270740;274870;278960;283020;287030;291000
Bosnia and Herzegovina;--;--;--;--;--;--;--;--;--;--;--;--;4256010;3955020;3784980;3708960;3608500;3607000;3817580;3958650;4035460;4111290;4165420;4243180;4345590;4430490;4498980;4552200;4590310;4613410;4621600
Saint Lucia;122480;124000;125580;127290;129120;131010;132710;134180;135500;136500;137560;139170;140990;142790;144640;146500;148170;149710;151020;152110;153300;154400;155300;156010;156660;157370;158130;158870;159590;160270;160920
Hong Kong;5063100;5183400;5264500;5345100;5397900;5456200;5524600;5584510;5628410;5660720;5687960;5752000;5829700;5934510;6067290;6225350;6391560;6495920;6544560;6599310;6658720;6713380;6762480;6809740;6855130;6898690;6940430;6980410;7018640;7055070;7089710
Lithuania;--;--;--;--;--;--;--;--;--;--;--;--;3700280;3689000;3679640;3673580;3668320;3664370;3661170;3658450;3654390;3645750;3633230;3620090;3607900;3596620;3585910;3575440;3565210;3555180;3545320
Israel;3737470;3801340;3858420;3926890;3997340;4068470;4139680;4210380;4282040;4355350;4477810;4649340;4822460;4997770;5174860;5352900;5514520;5660090;5808730;5960290;6114570;6251340;6369540;6491920;6617730;6742920;6866880;6990060;7112360;7233700;7353990
Colombia;26631290;27214890;27826040;28454990;29095460;29747620;30410390;31085300;31770870;32460850;33147250;33832210;34520320;35205600;35887620;36531830;37097910;37619940;38132590;38563860;38910350;39312450;39804950;40351020;40922150;41487780;42046250;42597320;43141110;43677370;44205290
Bolivia;5441300;5545220;5642220;5737430;5834290;5934940;6041350;6156370;6283160;6423140;6573900;6731480;6893450;7054340;7214810;7374870;7534400;7695150;7858900;8025560;8195100;8367450;8542490;8719060;8895970;9072940;9249710;9425940;9601260;9775250;9947420
Nauru;7710;7850;8000;8150;8330;8520;8710;8910;9100;9300;9490;9670;9830;9820;9820;9820;9830;9870;9890;9870;9860;9890;9920;9930;9970;10010;9570;9120;9160;9210;9270
Martinique;339000;341000;343000;346000;350000;353000;357000;361000;365000;369000;374000;378000;382000;386000;390000;394000;399000;403000;407000;414000;416000;418450;422230;426000;426000;426000;426000;426000;426000;426000;426000
Tunisia;6443180;6605710;6734100;6859890;7184530;7363700;7547080;7728020;7898560;8056690;8211010;8368520;8526790;8684120;8835400;8976270;9108860;9235290;9352740;9462550;9567550;9671170;9774480;9877180;9978930;10079380;10179730;10281210;10383580;10486340;10589030
Australia;14615900;14923260;15161780;15348070;15510480;15695240;15900420;16136720;16400730;16680600;16956240;17202120;17418930;17607800;17781090;17975630;18195850;18415260;18620840;18830250;19053190;19294260;19534940;19766540;19995080;20232350;20489470;20749630;21007310;21262640;21515750
Kenya;16330540;16987220;17659970;18347990;19050210;19761490;20477120;21195780;21915870;22634770;23354480;24121430;25018970;25817550;26454520;27123910;27790290;28458610;29122890;29795500;30507980;31298700;32155320;33041780;33967090;34911780;35890650;36913720;37953840;39002770;40046570
Aruba;--;--;--;--;--;--;59800;59180;59500;60690;63030;66300;69480;74070;77850;79960;83070;86210;88200;89260;90000;90970;92170;93720;95460;96980;98500;100020;101540;103070;104590
Japan;116807310;117648090;118454970;119269950;120034700;120754340;121491910;122091330;122613000;123107500;123537400;123946270;124329270;124668020;125014050;125341350;125645310;125956490;126246090;126494400;126729220;126971910;127187240;127357740;127480500;127537190;127515170;127433490;127288420;127078680;126804430
Niger;6093470;6239000;6389180;6544130;6704050;6869210;7039810;7215960;7399130;7607560;7841730;8085320;8339190;8609310;8892590;9199330;9524740;9851300;10195660;10563220;10951430;11362150;11792080;12239310;12704660;13188870;13692950;14214710;14752080;15306250;15878270
Honduras;3402470;3543060;3670040;3796140;3932990;4077310;4226920;4373260;4514980;4656020;4794030;4933230;5079880;5232620;5389810;5550790;5712840;5875030;6039100;6190880;6359400;6526980;6693690;6862050;7029440;7193070;7355160;7516210;7675850;7833700;7989420
Guam;106870;109170;109280;114080;117300;120620;122880;125720;127550;130950;134130;138160;142330;143830;143160;144190;145320;146800;149720;152590;155320;158330;161060;163610;166120;168610;171090;173540;175990;178430;180870
Congo (Kinshasa);29012550;29808020;30648840;31446870;32340980;33344220;34376230;35482160;36628160;37804130;39047460;40366250;41645400;43026950;44486480;46298590;47196670;47739820;48759710;50283550;51848550;53496570;55200410;56885540;58629980;60473510;62375910;64390200;66514510;68692540;70916440
Sierra Leone;3335030;3402150;3472250;3545640;3622540;3703090;3787390;3875580;3967780;4064150;4228200;4334900;4246280;4099670;3977960;3881440;3810500;3765210;3745730;3735570;3809060;4043410;4286830;4465680;4602200;4708050;4817620;4918330;5023000;5132140;5245700
Jamaica;2228800;2258370;2298310;2306390;2313060;2318180;2322550;2325870;2329430;2336660;2347010;2357720;2377850;2406850;2436440;2469070;2501250;2531180;2560430;2588870;2615630;2640510;2664980;2689150;2713000;2736510;2759610;2782220;2804330;2825930;2847230
Venezuela;14767890;15166260;15620770;16084420;16544520;16997510;17450160;17910180;18378530;18850720;19325220;19790680;20246060;20691450;21126040;21549000;21960760;22361800;22751360;23128640;23492750;23843870;24191770;24545430;24904620;25269180;25641460;26023530;26414820;26814840;27223230
Vanuatu;116790;120260;123790;127380;131030;134730;138480;142270;146120;150000;153880;157720;161520;165260;168940;172550;176100;179620;183090;186510;189860;193170;196460;199710;202930;206090;209220;212340;215450;218520;221550
Former U.S.S.R.;265921820;268114010;270375410;272796890;275304230;277780520;280258300;282675080;284970910;286407420;288362320;289948440;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
El Salvador;4570410;4519720;4479920;4526710;4593750;4671050;4758320;4850140;4938990;5024780;5109820;5196240;5286010;5334150;5395200;5479830;5564110;5636810;5711570;5788370;5849820;5883700;5901830;5919850;5935120;5956220;5970890;5981750;6006450;6030600;6052060
Hungary;10711120;10711850;10705540;10689460;10668100;10648710;10630560;10612740;10442500;10397960;10371880;10397810;10383050;10330030;10296550;10280810;10259300;10229550;10200400;10171610;10147430;10129930;10112780;10091990;10072610;10057620;10046270;10034230;10020480;10007170;9992340
Faroe Islands;43450;43860;44250;44570;45060;45570;46050;46680;47090;47280;47440;47570;47780;46090;44500;43540;43590;44050;44560;45120;45790;46590;47350;47950;48290;48310;48320;48490;48670;48860;49060
Macau;255770;260930;270810;285450;298980;305840;312200;322980;332140;341240;351760;363860;375330;384400;392940;401300;410400;416990;421610;427770;431740;434780;438980;444180;455230;474030;499430;525530;545670;559850;567960
Luxembourg;364400;365400;365720;365890;366270;367170;369020;371660;375620;377620;382970;387150;392550;398080;403760;409700;415570;421010;426500;432530;438780;444780;450790;456760;462690;468570;474410;480220;486010;491780;497540
Paraguay;3171600;3250840;3338370;3431920;3530550;3633460;3739900;3849890;3963440;4080560;4200490;4322340;4445890;4570990;4697580;4825560;4954840;5081160;5200180;5311540;5418240;5523400;5626890;5728550;5828160;5925540;6020470;6113000;6203200;6290880;6375830
Virgin Islands, British;11000;11420;11820;12260;12730;13180;13630;14100;14620;15140;15690;16270;16760;17220;17690;18130;18580;19030;19480;19930;20380;20840;21300;21760;22220;22680;23130;23590;24040;24490;24940
Fiji;634510;646770;658910;671910;685570;698940;712990;719670;726370;733030;739620;746170;752740;759330;765920;772520;778890;785610;792690;799080;804930;810730;816670;823180;829820;836560;843950;852110;860540;868500;875980
Gibraltar;28830;29270;28850;28350;28230;28650;29070;29530;30030;30420;29110;28100;28090;27220;26780;26770;26780;26750;26750;26760;27270;28020;28200;28320;28410;28460;28540;28610;28710;28800;28880
Indonesia;151024400;154139060;157279630;160440710;163612640;166770280;169895520;173015460;176165660;179339970;182516280;185707940;188904680;192093240;195327800;198634370;202012160;205276720;208477480;211687200;214676610;217836280;220971910;223069670;226004130;228895750;231820240;234694000;237512360;240271520;242968340
Guadeloupe;337000;339000;341000;345000;350000;354000;358000;363000;367000;380000;390000;400000;410000;410000;420000;420000;430000;430000;430000;430000;430000;431170;435680;440190;444520;444520;444520;444520;444520;444520;444520
Saint Kitts and Nevis;43570;43480;43380;43230;43090;42930;42730;42480;42190;41920;41660;41410;41540;42060;42610;43130;43580;44070;44610;45130;45660;46190;46690;47140;47530;47900;48280;48660;49060;49480;49900
Burkina Faso;6318190;6474370;6637230;6807280;6985040;7170930;7371100;7591810;7833490;8091540;8361040;8642250;8934970;9237700;9570650;9902780;10220180;10542570;10872710;11225310;11587750;12039360;12584960;13065390;13478090;13903890;14343530;14797170;15264740;15746230;16241810
New Caledonia;139400;142500;145000;146580;149660;152590;155580;158730;161940;165120;168900;173330;177760;182460;187450;191780;195530;199380;203240;207180;211190;215280;219440;223690;228020;232400;236510;240450;244450;248410;252350
Morocco;19487270;19846220;20198730;20679400;21160790;21643790;22127440;22610590;23086480;23549800;23999970;24433720;24861080;25292640;25723170;26147600;26563570;26968720;27361050;27741990;28113040;28477480;28838900;29197060;29551510;29900960;30247770;30594450;30940460;31285170;31627430
Kazakhstan;--;--;--;--;--;--;--;--;--;--;--;--;16542060;16451630;16182150;15878490;15696090;15484520;15247100;15084620;15032140;15052250;15077220;15107580;15143700;15185840;15233240;15284930;15340530;15399440;15460480
Poland;35578020;35901960;36227380;36571420;36904130;37225790;37504280;37740710;37866840;37970160;38119410;38253220;38370700;38467750;38548300;38600640;38629840;38654960;38668760;38665540;38654160;38643640;38625980;38602850;38580440;38557980;38536870;38518240;38500700;38482920;38463690
Egypt;42634220;44196100;45681810;47093030;48550160;50052380;51593430;52375100;53162210;53948410;54907380;55861650;56624990;57384300;58156950;58945030;59757820;61071910;62411720;63773470;65158550;66574080;68023120;69501860;71009470;72543510;74100590;75676540;77266690;78866640;80471870
Denmark;5123030;5121570;5117810;5114300;5111620;5113690;5120530;5127020;5129520;5132590;5140950;5154350;5171390;5188390;5205600;5232610;5262080;5283660;5302770;5320130;5337420;5355830;5374690;5394140;5413390;5432340;5450660;5468120;5484720;5500510;5515580
Cyprus;630270;638050;645320;656500;667970;679220;690430;701620;713030;726860;745060;766230;788470;809760;829210;847350;864300;879850;893730;906880;919680;932630;946810;964650;987190;1010740;1031030;1048910;1066820;1084750;1102680
Congo (Brazzaville);1674290;1723740;1775160;1828560;1883980;1941770;2002140;2064970;2130060;2197170;2266000;2337400;2410400;2488940;2570290;2650000;2731250;2802470;2880000;2972320;3103940;3239990;3330420;3414250;3503740;3604000;3704060;3802330;3905010;4012810;4125920
Germany, West;61540000;61660000;61600000;61380000;61130000;60970000;61010000;61090000;61420000;61990000;63230000;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
Guyana;759350;761930;762860;762160;762070;762250;763380;764960;766550;768600;771530;770530;767300;766900;767650;769160;768890;768410;772600;780050;785560;786260;782730;779810;779480;776500;770210;763810;758060;752940;748490
United States;227224680;229465710;231664460;233791990;235824900;237923800;240132890;242288920;244498980;246819230;249622810;252980940;256514220;259918590;263125820;266278390;269394280;272646930;275854100;279040170;282171960;285081560;287803910;290326420;293045740;295753150;298593210;301579900;304374850;307006550;310232860
Seychelles;63950;64700;65280;65850;66500;67180;67840;68460;69200;70010;70800;71650;72500;73320;74130;74930;75710;76410;77170;78140;79160;80170;81130;82050;82970;83890;84800;85700;86600;87480;88340
Ecuador;7920500;8141080;8365850;8593490;8825830;9061660;9301080;9545160;9794120;10048220;10318040;10429920;10553810;10753680;11012550;11265610;11526480;11792470;12050630;12268310;12445840;12629120;12827280;13074180;13368400;13662320;13917060;14134960;14354470;14573100;14790610
Qatar;236900;249280;259610;292410;324470;356030;387260;396950;413460;430160;446130;461120;475810;491040;506260;521210;536020;550860;570560;597110;626960;658850;691730;725120;758820;785670;802580;814900;824790;833290;840930
Uruguay;2930490;2948130;2968350;2988830;3008270;3012100;3030810;3048990;3067500;3087900;3109540;3131410;3153100;3174790;3197250;3219260;3242120;3266670;3288690;3308310;3328080;3348020;3367820;3387340;3406390;3424890;3442950;3460610;3477780;3494380;3510390
Saudi Arabia;10021520;10654930;11288810;11952260;12606940;13330070;13998300;14619750;15233130;15829360;16060760;16305770;17060750;17636360;18202420;18755040;19293360;19818380;20329090;20824550;21311900;21796090;22274040;22742890;23200040;23642210;24073200;24498520;24917410;25328870;25731780
Cambodia;6888520;7079200;7297130;7530650;7690580;7841240;8101420;8403950;8716410;9038140;9367520;9706810;10142760;10624230;10974240;11234140;11484580;11721710;11944470;12154660;12351150;12539610;12729200;12920710;13109940;13297400;13498710;13718690;13957010;14206230;14453680
