ZP;POLYNESIE FRANCAISE;Puka Puka;118;49;0;2;1;45;0;0;0;0;1;4;16
ZP;POLYNESIE FRANCAISE;Punaauia;16788;7427;224;392;756;4330;361;60;35;55;680;161;2307
ZP;POLYNESIE FRANCAISE;Raivavae;871;390;28;35;27;115;7;5;2;2;16;9;235
ZP;POLYNESIE FRANCAISE;Rangiroa;2484;1267;30;64;79;555;21;9;9;4;55;31;360
ZP;POLYNESIE FRANCAISE;Rapa;386;155;1;11;4;144;1;0;1;0;2;1;66
ZP;POLYNESIE FRANCAISE;Reao;437;162;13;3;9;149;1;1;0;0;4;7;88
ZP;POLYNESIE FRANCAISE;Rimatara;708;238;7;11;14;224;2;1;3;1;10;4;193
ZP;POLYNESIE FRANCAISE;Rurutu;1786;597;12;27;24;665;8;1;3;6;21;15;407
ZP;POLYNESIE FRANCAISE;Tahaa;4173;2008;49;55;57;843;26;8;13;9;35;22;1048
ZP;POLYNESIE FRANCAISE;Tahuata;584;244;2;3;3;181;4;1;2;0;58;1;85
ZP;POLYNESIE FRANCAISE;Taiarapu-Est;8913;5193;91;128;241;1545;121;35;16;12;162;292;1077
ZP;POLYNESIE FRANCAISE;Taiarapu-Ouest;5227;2932;68;83;103;948;60;13;10;11;120;191;688
ZP;POLYNESIE FRANCAISE;Takaroa;1257;630;14;13;13;289;14;1;1;0;51;3;228
ZP;POLYNESIE FRANCAISE;Taputapuatea;3368;1572;41;59;63;837;63;10;2;1;63;27;630
ZP;POLYNESIE FRANCAISE;Tatakoto;172;44;3;1;10;84;0;1;0;1;2;0;26
ZP;POLYNESIE FRANCAISE;Teva I Uta;6371;3362;62;86;146;1411;63;11;16;4;102;230;878
ZP;POLYNESIE FRANCAISE;Tubuai;1478;751;15;25;40;312;21;4;6;1;20;6;277
ZP;POLYNESIE FRANCAISE;Tumaraa;2992;1630;28;56;48;652;27;9;9;8;48;19;458
ZP;POLYNESIE FRANCAISE;Tureia;236;130;1;10;4;45;0;5;2;1;0;6;32
ZP;POLYNESIE FRANCAISE;Ua-Huka;479;151;1;15;3;99;7;1;0;2;59;2;139
ZP;POLYNESIE FRANCAISE;Ua-Pou;1559;671;9;20;36;382;19;4;12;3;114;4;285
ZP;POLYNESIE FRANCAISE;Uturoa;3100;1366;44;74;80;777;43;6;6;3;75;16;610
ZS;SAINT PIERRE ET MIQUELON;Miquelon-Langlade;486;215;7;1;60;61;41;6;4;0;16;9;66
ZS;SAINT PIERRE ET MIQUELON;Saint-Pierre;4437;1978;92;42;356;427;358;97;19;13;178;55;822
ZW;WALLIS-ET-FUTUNA;Ensemble du département ZW;8940;2494;39;100;152;2414;76;42;48;29;410;43;3093
ZX;SAINT-MARTIN/SAINT-BARTHELEMY;Saint-Barthélémy;4871;2114;39;91;310;1697;135;29;6;5;136;35;274
ZX;SAINT-MARTIN/SAINT-BARTHELEMY;Saint-Martin;17814;12294;205;117;665;1807;338;56;38;23;337;57;1877
ZZ;FRANCAIS DE L'ETRANGER;Amérique du Nord;157767;104831;542;3231;2998;19755;3729;321;94;171;6574;694;14827
